RA              DEC            OBS_DATE    OBS_TIME    EXPOSURE    EXPOSURE_TIMES    PLATECLASS
260.6906932    -4.04772859    20180923    190000    1200    3     FDP
296.8116978    17.86058717    20180923    204000    1200    3     FDP
334.8525364    46.66966574    20180923    222000    1200    3     FDP
349.5899618    57.66279543    20180923    240000    1200    3     FDP
3.820784476    57.30731767    20180923    254000    1200    3     FDP
43.69353596    19.02512052    20180923    272000    1200    3     FDP
262.2172262    28.09909612    20180924    185900    1200    8     TDP
315.001602    49.14492071    20180924    223303    1200    3     FDP
351.6200783    44.62567334    20180924    241303    1200    3     FDP
29.01499727    11.98920095    20180924    255303    1200    3     FDP
26.53237937    1.474568501    20180924    273303    1200    3     FDP
263.4778884    2.216670948    20180925    185800    1200    7     TDP
312.3134041    37.18788795    20180925    221800    1200    8     TDP
26.73584107    1.577905932    20180925    255436    1200    3     FDP
33.26709794    37.08568258    20180925    273436    1200    3     FDP
265.314435    31.51318113    20180926    185700    1200    3     FDP
286.7381837    -3.284883988    20180926    203700    1200    3     FDP
318.2263361    56.4203734    20180926    221700    1200    7     TDP
13.31536007    22.58479227    20180926    253253    1200    3     FDP
41.11140304    32.3198589    20180926    271253    1200    3     FDP
282.6808402    2.155654699    20180927    185600    1200    3     FDP
298.9098702    42.7167136    20180927    203600    1200    3     FDP
335.3092632    0.3287889926    20180927    221600    1200    3     FDP
340.5841261    45.6066799    20180927    235600    1200    7     TDP
38.05850877    10.69155604    20180927    271600    1200    3     FDP
287.6003259    11.70113616    20180928    185500    1200    3     FDP
285.3529189    21.39945236    20180928    203500    1200    3     FDP
310.1985439    46.13433624    20180928    221500    1200    3     FDP
349.7105722    6.786241393    20180928    235500    1200    3     FDP
8.195808763    26.49848696    20180928    253500    1200    3     FDP
52.27516921    58.45008848    20180928    271500    1200    3     FDP
261.2253622    -6.537225787    20180929    185400    1200    3     FDP
291.1747612    46.81399473    20180929    203400    1200    3     FDP
332.0366894    18.44586478    20180929    221400    1200    3     FDP
346.8586403    54.11917419    20180929    235400    1200    7     TDP
38.94098517    53.25499763    20180929    270409    1200    3     FDP
274.0698931    12.97272837    20180930    185300    1200    3     FDP
303.4498085    2.828784367    20180930    203300    1200    3     FDP
330.213656    3.755265509    20180930    221300    1200    3     FDP
349.2761732    46.12834128    20180930    235300    1200    3     FDP
21.0961751    7.900977813    20180930    253300    1200    3     FDP
28.01012474    49.31456808    20180930    271300    1200    8     TDP
272.5550616    -9.429736063    20181001    185200    1200    3     FDP
299.7084206    -0.5040088574    20181001    203200    1200    3     FDP
316.3345195    38.88723935    20181001    221200    1200    3     FDP
357.3362119    17.60749362    20181001    235200    1200    3     FDP
0.8759666898    23.11837013    20181001    253200    1200    3     FDP
45.4950578    58.04760912    20181001    271200    1200    3     FDP
288.7157319    55.81403494    20181002    185100    1200    3     FDP
306.8619345    13.20720633    20181002    203100    1200    3     FDP
330.1491546    21.48491869    20181002    221100    1200    3     FDP
346.740548    42.11538235    20181002    235100    1200    7     TDP
54.60354745    -8.726144871    20181002    271026    1200    3     FDP
282.6058582    16.46311247    20181003    185000    1200    3     FDP
309.1468936    44.89317323    20181003    203000    1200    3     FDP
319.4488171    12.50600718    20181003    221000    1200    3     FDP
354.6786342    4.834612097    20181003    235000    1200    3     FDP
6.3364803    42.69711631    20181003    253000    1200    3     FDP
36.4689986    16.63184539    20181003    271000    1200    3     FDP
286.5502944    35.13593095    20181004    184900    1200    3     FDP
307.0874697    26.70666593    20181004    202900    1200    3     FDP
333.4772987    34.76972407    20181004    220900    1200    3     FDP
342.0094443    17.95842239    20181004    234900    1200    8     TDP
52.85218683    50.47306256    20181004    273313    1200    3     FDP
292.7951613    33.82241333    20181005    184800    1200    3     FDP
307.430498    33.08244667    20181005    202800    1200    3     FDP
339.7503132    1.115585607    20181005    220800    1200    3     FDP
348.5724332    -3.225323442    20181005    234800    1200    3     FDP
5.892424732    26.0051486    20181005    252800    1200    3     FDP
57.56097049    -7.932694196    20181005    270800    1200    3     FDP
276.7054936    -9.858868483    20181006    184700    1200    3     FDP
311.5728251    4.067926797    20181006    202700    1200    3     FDP
318.0467158    33.7651822    20181006    220700    1200    3     FDP
344.7284142    36.23086871    20181006    234700    1200    3     FDP
18.94054613    2.58707941    20181006    252700    1200    3     FDP
30.40137272    20.19075152    20181006    270700    1200    3     FDP
74.07052587    -4.256836115    20181006    284700    1200    3     FDP
284.7946601    49.78556658    20181007    184600    1200    3     FDP
294.042926    -5.005431122    20181007    202600    1200    3     FDP
342.8207607    56.20168512    20181007    220600    1200    3     FDP
2.429510885    -2.009974072    20181007    234600    1200    3     FDP
27.17443476    24.87634264    20181007    252600    1200    3     FDP
54.41958898    53.5162897    20181007    270600    1200    3     FDP
69.68460148    50.68785333    20181007    284600    1200    3     FDP
266.4619631    43.99597129    20181008    184500    1200    3     FDP
293.5653221    52.86495911    20181008    202500    1200    3     FDP
345.621317    1.59747324    20181008    220500    1200    3     FDP
5.947033645    54.76132057    20181008    234500    1200    3     FDP
12.6659369    2.872546557    20181008    252500    1200    3     FDP
32.63971508    17.25512132    20181008    270500    1200    3     FDP
76.12514088    50.23378901    20181008    284500    1200    3     FDP
276.6838526    -9.258180343    20181009    184400    1200    7     TDP
345.2888542    55.8572755    20181009    220400    1200    3     FDP
352.9671791    -2.393951286    20181009    234400    1200    3     FDP
18.5367148    0.4160636641    20181009    252400    1200    3     FDP
60.99234236    0.9507382448    20181009    270400    1200    3     FDP
62.27848839    47.82288905    20181009    284400    1200    3     FDP
277.7965438    23.0482353    20181010    184300    1200    3     FDP
304.2662752    36.56763569    20181010    202300    1200    3     FDP
345.6998171    43.38475405    20181010    220300    1200    3     FDP
348.2800378    26.16035883    20181010    234300    1200    3     FDP
34.46070278    13.06797948    20181010    252300    1200    3     FDP
56.56336228    4.109306414    20181010    270300    1200    3     FDP
85.87085271    47.65059137    20181010    284300    1200    3     FDP
291.2088324    -0.3358066133    20181011    184200    1200    3     FDP
296.5512198    5.387739846    20181011    202200    1200    3     FDP
345.8127237    52.21854957    20181011    220200    1200    3     FDP
0.2689205226    55.04677567    20181011    234200    1200    3     FDP
34.95477418    0.2501100781    20181011    252200    1200    3     FDP
36.98485223    16.87389805    20181011    270200    1200    8     TDP
283.0488582    48.15616989    20181012    184100    1200    3     FDP
320.69379    54.64741683    20181012    202100    1200    3     FDP
331.3041447    32.56620763    20181012    220100    1200    3     FDP
358.3245899    39.89762637    20181012    234100    1200    3     FDP
22.67759968    11.22691889    20181012    252100    1200    3     FDP
47.11555986    9.540534689    20181012    270100    1200    3     FDP
59.72084846    40.95834467    20181012    284100    1200    3     FDP
274.5650004    4.369761817    20181013    184000    1200    3     FDP
309.2240522    18.37128978    20181013    202000    1200    3     FDP
335.6868658    34.623781    20181013    220000    1200    3     FDP
4.323622969    -3.614853376    20181013    234000    1200    3     FDP
28.18728506    -4.304420212    20181013    252000    1200    3     FDP
47.58701342    27.48344691    20181013    270000    1200    3     FDP
78.55631902    10.55247564    20181013    284000    1200    3     FDP
285.2299154    26.93394497    20181014    183900    1200    3     FDP
324.2957043    54.39831075    20181014    201900    1200    3     FDP
336.9680688    48.22175324    20181014    215900    1200    3     FDP
8.375654701    36.05029939    20181014    233900    1200    3     FDP
23.58979252    58.56984975    20181014    251900    1200    3     FDP
36.27334101    51.40891541    20181014    265900    1200    8     TDP
287.5284402    29.07976427    20181015    183800    1200    3     FDP
305.1623337    35.98078281    20181015    201800    1200    3     FDP
332.5143879    26.30303233    20181015    215800    1200    3     FDP
8.557075457    33.08355906    20181015    233800    1200    3     FDP
40.26127316    25.83631958    20181015    251800    1200    3     FDP
36.98302314    57.44323406    20181015    265800    1200    3     FDP
75.54200893    43.87486571    20181015    283800    1200    3     FDP
290.905637    8.485509963    20181016    183700    1200    3     FDP
316.097373    55.68664393    20181016    201700    1200    3     FDP
350.3375182    17.15352162    20181016    215700    1200    3     FDP
355.1329241    53.96458541    20181016    233700    1200    3     FDP
32.58373838    -7.260685366    20181016    251700    1200    3     FDP
62.87323772    57.38338631    20181016    265700    1200    3     FDP
63.58927692    49.32952125    20181016    283700    1200    3     FDP
289.0434576    -2.693090408    20181017    183600    1200    3     FDP
312.0919319    49.56876233    20181017    201600    1200    6     TDP
350.7355285    45.21661151    20181017    231100    1200    3     FDP
35.43776472    16.4081314    20181017    245100    1200    3     FDP
38.20163407    41.43146876    20181017    263100    1200    8     TDP
283.7284581    55.695522    20181018    183500    1200    3     FDP
319.870008    6.982763261    20181018    201500    1200    3     FDP
349.2825015    26.16237175    20181018    215500    1200    3     FDP
349.059948    6.941550434    20181018    233500    1200    3     FDP
30.98813216    57.25633304    20181018    251500    1200    3     FDP
64.24016954    9.576648907    20181018    265500    1200    3     FDP
65.10666565    43.78988535    20181018    283500    1200    3     FDP
282.8652402    5.162750843    20181019    183400    1200    3     FDP
324.5181573    21.71262259    20181019    201400    1200    3     FDP
328.7662584    7.619703773    20181019    215400    1200    3     FDP
0.3853949381    -9.12731296    20181019    233400    1200    3     FDP
30.19656482    -2.375755077    20181019    251400    1200    3     FDP
49.54456377    36.9089228    20181019    265400    1200    3     FDP
72.27536171    33.82856868    20181019    283400    1200    3     FDP
290.9494074    51.12512719    20181020    183300    1200    3     FDP
318.2986587    56.59081627    20181020    201300    1200    3     FDP
326.5946903    51.77279823    20181020    215300    1200    3     FDP
18.80728069    2.733391107    20181020    233300    1200    3     FDP
23.06069507    42.59981405    20181020    251300    1200    3     FDP
42.91432331    42.77230371    20181020    265300    1200    3     FDP
79.3427766    15.24926954    20181020    283300    1200    6     TDP
282.6753466    25.19660969    20181021    183200    1200    3     FDP
321.4770052    19.72191377    20181021    201200    1200    3     FDP
338.558802    2.210496133    20181021    215200    1200    7     TDP
30.37072519    2.009642805    20181021    245953    1200    3     FDP
56.30317577    47.40757108    20181021    263953    1200    3     FDP
67.562019    47.50430414    20181021    281953    1200    3     FDP
280.9130028    -4.031848256    20181022    183100    1200    3     FDP
314.5731926    48.82983657    20181022    201100    1200    3     FDP
330.4654509    38.69361138    20181022    215100    1200    3     FDP
5.475814563    7.277884168    20181022    233100    1200    6     TDP
43.47223133    3.102709625    20181022    262600    1200    3     FDP
70.37129918    36.34135482    20181022    280600    1200    3     FDP
280.6010868    14.64795182    20181023    183000    1200    8     TDP
335.5859455    53.35126336    20181023    221500    1200    3     FDP
19.63451631    -9.321531083    20181023    235500    1200    3     FDP
37.54060064    33.96231152    20181023    253500    1200    3     FDP
50.50113437    26.71761223    20181023    271500    1200    3     FDP
82.67794111    11.72053194    20181023    285500    1200    3     FDP
278.145963    42.02281992    20181024    182900    1200    3     FDP
329.2245117    2.694801116    20181024    200900    1200    3     FDP
357.2766547    17.53979113    20181024    214900    1200    3     FDP
4.193217732    -9.529162099    20181024    232900    1200    3     FDP
23.55111072    35.59718383    20181024    250900    1200    3     FDP
65.56462767    13.05061238    20181024    264900    1200    3     FDP
92.63702628    34.04897935    20181024    282900    1200    3     FDP
287.0012938    20.24792441    20181025    182800    1200    7     TDP
341.7367498    -5.698815892    20181025    214800    1200    3     FDP
2.547237038    19.1379398    20181025    232800    1200    7     TDP
45.56245363    26.452397    20181025    264800    1200    3     FDP
71.87474497    22.85295275    20181025    282800    1200    3     FDP
307.1871703    50.54077329    20181026    182700    1200    3     FDP
325.004084    -4.124195435    20181026    200700    1200    3     FDP
345.5393871    40.03850239    20181026    214700    1200    3     FDP
18.16053201    26.82635151    20181026    232700    1200    3     FDP
22.82728914    -9.459647442    20181026    250700    1200    8     TDP
87.05947613    54.44524364    20181026    285200    1200    3     FDP
306.3563492    26.96556474    20181027    182600    1200    3     FDP
312.9942285    57.59324123    20181027    200600    1200    3     FDP
336.5443079    31.90073209    20181027    214600    1200    3     FDP
23.81535313    22.40135488    20181027    232600    1200    3     FDP
22.84381745    1.925871946    20181027    250600    1200    8     TDP
100.2381126    31.37023285    20181027    285100    1200    3     FDP
295.4761526    40.76518181    20181028    182500    1200    3     FDP
330.5835035    28.59666158    20181028    200500    1200    3     FDP
357.1113969    43.40043316    20181028    214500    1200    3     FDP
359.2093408    3.560588424    20181028    232500    1200    3     FDP
43.31068302    24.22729589    20181028    250500    1200    3     FDP
61.02046318    47.39632002    20181028    264500    1200    3     FDP
83.76992948    41.87612002    20181028    282500    1200    3     FDP
293.4995912    35.92296707    20181029    182400    1200    3     FDP
307.4710922    23.42741511    20181029    200400    1200    3     FDP
355.3416334    -6.980450244    20181029    214400    1200    3     FDP
9.97577137    -9.643267899    20181029    232400    1200    3     FDP
39.60666746    59.92987234    20181029    250400    1200    3     FDP
63.44802393    6.464228682    20181029    264400    1200    3     FDP
74.46889015    28.34832019    20181029    282400    1200    3     FDP
306.8387072    -2.400728179    20181030    182300    1200    3     FDP
312.5550325    52.05354039    20181030    200300    1200    3     FDP
