ra              dec            obs_date    obs_time    exposure    exposure_times
134.0382665    39.93652738    20190414    210400    1200    3
155.804388    19.87412457    20190414    224400    1200    3
191.9593494    27.4962019    20190414    242400    1200    3
213.6693587    39.46342422    20190414    260400    1200    3
248.2789417    18.74815932    20190414    274400    1200    3
116.7644317    5.915011546    20190415    192500    1200    3
135.3496667    34.77532919    20190415    210500    1200    3
168.1211734    38.82527186    20190415    224500    1200    3
192.8097209    27.76333825    20190415    242500    1200    3
204.5396966    39.98170117    20190415    260500    1200    3
237.591542    0.9470869579    20190415    274500    1200    3
122.4826024    7.254120334    20190416    192600    1200    3
143.0698551    -9.194635366    20190416    210600    1200    3
157.3446267    48.37352588    20190416    224600    1200    3
196.4087478    14.57141015    20190416    242600    1200    3
225.9306392    24.71798824    20190416    260600    1200    3
232.6520947    22.00921752    20190416    274600    1200    3
114.368653    34.19317089    20190417    192700    1200    3
133.8962581    -0.4724053073    20190417    210700    1200    3
156.8968935    47.77887476    20190417    224700    1200    3
202.0442612    49.61010136    20190417    242700    1200    3
228.8429822    -3.906428612    20190417    260700    1200    3
241.3885192    28.56279675    20190417    274700    1200    3
114.8524394    32.63190844    20190418    192800    1200    3
160.9170321    57.8680202    20190418    210800    1200    3
159.6513928    -0.8329842159    20190418    224800    1200    3
204.7659928    43.17438136    20190418    242800    1200    3
229.7095088    3.003840341    20190418    260800    1200    3
239.6366263    59.63933093    20190418    274800    1200    3
135.4950626    41.6200393    20190419    192900    1200    3
154.7558471    21.00961828    20190419    210900    1200    3
159.0902053    50.84783916    20190419    224900    1200    3
207.3474297    45.27277865    20190419    242900    1200    3
233.6525259    3.085609993    20190419    260900    1200    3
248.5041784    39.36636436    20190419    274900    1200    3
118.5801028    22.59717083    20190420    193000    1200    3
145.0430527    26.42790755    20190420    211000    1200    3
187.4746146    58.28144931    20190420    225000    1200    3
199.3338888    24.33426857    20190420    243000    1200    3
211.3100723    39.95723318    20190420    261000    1200    3
261.3850137    49.54099937    20190420    275000    1200    3
139.1775921    -8.180303542    20190421    193100    1200    3
140.2242528    -7.445372273    20190421    211100    1200    3
178.3150473    56.27142885    20190421    225100    1200    3
210.8214361    -0.848414356    20190421    243100    1200    3
230.3304979    48.64555243    20190421    261100    1200    3
247.5188835    28.99313388    20190421    275100    1200    3
126.5507455    35.78638237    20190422    193200    1200    3
145.4814587    49.82341859    20190422    211200    1200    3
188.4815819    35.88431453    20190422    225200    1200    3
190.9791517    4.631413869    20190422    243200    1200    3
232.7301123    22.54475724    20190422    261200    1200    3
245.9194092    22.76630842    20190422    275200    1200    3
139.5211723    32.80945468    20190423    193300    1200    3
146.0914663    44.64033967    20190423    211300    1200    3
177.4566229    16.17483448    20190423    225300    1200    3
189.2793782    25.71040213    20190423    243300    1200    3
227.8683507    52.12420265    20190423    261300    1200    3
263.7297236    59.91448983    20190423    275300    1200    3
128.2582115    5.451491009    20190424    193400    1200    3
141.2932177    33.06299638    20190424    211400    1200    3
183.5099713    24.8006354    20190424    225400    1200    3
197.9470518    14.02677164    20190424    243400    1200    3
221.3939664    42.1770017    20190424    261400    1200    3
250.9276086    53.72680083    20190424    275400    1200    3
127.8854756    6.346891158    20190425    193500    1200    3
162.3831687    41.12398736    20190425    211500    1200    3
186.4855155    13.76570021    20190425    225500    1200    3
198.763719    40.0791877    20190425    243500    1200    3
237.331909    18.09847013    20190425    261500    1200    3
265.9879451    23.96673276    20190425    275500    1200    3
144.4105652    33.36326462    20190426    193600    1200    3
162.0941816    49.25673731    20190426    211600    1200    3
176.5589721    0.7066167313    20190426    225600    1200    3
200.2068597    22.18201171    20190426    243600    1200    3
245.5933986    44.87629016    20190426    261600    1200    3
248.645699    -1.305026398    20190426    275600    1200    3
134.1539579    38.3432322    20190427    193700    1200    3
152.3190695    -6.464866384    20190427    211700    1200    3
191.2746826    33.40290165    20190427    225700    1200    3
202.133734    8.74859773    20190427    243700    1200    3
240.6067775    56.84849076    20190427    261700    1200    3
269.5137786    -6.347109087    20190427    275700    1200    3
140.8366899    41.54667974    20190428    193800    1200    3
156.65747    30.24887998    20190428    211800    1200    3
173.9790181    24.24605876    20190428    225800    1200    3
194.5757325    45.77821843    20190428    243800    1200    3
227.4093374    -9.086265669    20190428    261800    1200    3
245.6300065    22.82262342    20190428    275800    1200    3
137.5982899    48.40819503    20190429    193900    1200    3
167.4625985    58.06990549    20190429    211900    1200    3
176.2500863    -7.649424859    20190429    225900    1200    3
201.8250202    39.13376725    20190429    243900    1200    3
240.6929106    -9.388350981    20190429    261900    1200    3
249.7621213    7.421682096    20190429    275900    1200    3
145.3762832    -6.703613225    20190430    194000    1200    3
170.3980201    12.50612098    20190430    212000    1200    3
199.0768505    42.0633638    20190430    230000    1200    3
208.1751459    -5.744360503    20190430    244000    1200    3
223.7236102    34.41119365    20190430    262000    1200    3
252.5236942    -7.642928998    20190430    280000    1200    3
146.1957805    44.63003572    20190501    194100    1200    3
175.4463051    54.14467412    20190501    212100    1200    3
187.7778183    51.22029524    20190501    230100    1200    3
219.7558579    0.3620164113    20190501    244100    1200    3
233.4651087    29.70071211    20190501    262100    1200    3
267.4795824    34.52050979    20190501    280100    1200    3
128.4099408    24.55904965    20190502    194200    1200    3
177.6188802    48.47597804    20190502    212200    1200    3
183.3519862    51.23369016    20190502    230200    1200    3
199.2555013    27.55937282    20190502    244200    1200    3
235.3975727    42.23009315    20190502    262200    1200    3
252.3402138    53.75666401    20190502    280200    1200    3
145.7507376    30.5897371    20190503    194300    1200    3
176.6439978    11.644363    20190503    212300    1200    3
191.4620051    7.74539133    20190503    230300    1200    3
211.0882767    39.40309948    20190503    244300    1200    3
226.3841786    11.10032785    20190503    262300    1200    3
253.5396562    5.936111216    20190503    280300    1200    3
141.0001622    10.58925641    20190504    194400    1200    3
173.8033337    40.48416589    20190504    212400    1200    3
196.0306866    33.48710493    20190504    230400    1200    3
205.272668    44.91909272    20190504    244400    1200    3
229.6315745    31.40337703    20190504    262400    1200    3
270.3174225    9.687245168    20190504    280400    1200    3
133.5181608    45.3036048    20190505    194500    1200    3
155.5260767    25.95277104    20190505    212500    1200    3
203.1744954    7.353007039    20190505    230500    1200    3
211.8446334    19.32522169    20190505    244500    1200    3
234.4588389    26.60815779    20190505    262500    1200    3
266.5287947    25.58526408    20190505    280500    1200    3
139.9458234    -1.509557319    20190506    194600    1200    3
154.4329995    -6.478805018    20190506    212600    1200    3
204.3459239    0.8784321226    20190506    230600    1200    3
213.2964251    11.62516975    20190506    244600    1200    3
231.7102247    16.33203592    20190506    262600    1200    3
281.6595989    32.04561003    20190506    280600    1200    3
154.4526753    2.950881423    20190507    194700    1200    3
176.7149011    2.423938277    20190507    212700    1200    3
185.6474067    -3.614773764    20190507    230700    1200    3
226.6074736    57.89793462    20190507    244700    1200    3
250.9530199    -3.685208944    20190507    262700    1200    3
276.8238492    -9.462206914    20190507    280700    1200    3
155.4387843    -7.708756767    20190508    194800    1200    3
177.5978169    17.81254756    20190508    212800    1200    3
209.9267198    0.5362791088    20190508    230800    1200    3
213.3171967    38.95887769    20190508    244800    1200    3
233.3450403    11.00062297    20190508    262800    1200    3
152.5833898    23.98964349    20190509    194900    1200    3
180.5748284    3.755993112    20190509    212900    1200    3
205.4646619    5.138967462    20190509    230900    1200    3
235.8257288    24.93958615    20190509    244900    1200    3
257.8422024    9.579567156    20190509    262900    1200    3
159.5423229    0.2454748741    20190510    195000    1200    3
185.0277901    43.77579886    20190510    213000    1200    3
198.8158925    7.200608936    20190510    231000    1200    3
215.3151861    16.80972218    20190510    245000    1200    3
252.1459444    56.1861292    20190510    263000    1200    3
137.9753103    8.809780712    20190511    195100    1200    3
176.0699622    3.241099682    20190511    213100    1200    3
206.2544553    32.89205838    20190511    231100    1200    3
234.1673981    0.4096298806    20190511    245100    1200    3
243.7425782    55.9959636    20190511    263100    1200    3
149.1736653    9.92539715    20190512    195200    1200    3
161.9940627    2.793921741    20190512    213200    1200    3
196.0663684    16.92209632    20190512    231200    1200    3
221.0066726    -8.187564211    20190512    245200    1200    3
257.7107868    -4.219221973    20190512    263200    1200    3
138.8951437    29.78156188    20190513    195300    1200    3
178.385246    -4.669191351    20190513    213300    1200    3
205.1891425    19.76615702    20190513    231300    1200    3
227.8808837    39.62987382    20190513    245300    1200    3
243.198366    21.69059357    20190513    263300    1200    3
168.3868802    22.53443568    20190514    195400    1200    3
186.2524076    35.41708519    20190514    213400    1200    3
217.7179424    35.74168713    20190514    231400    1200    3
236.2193952    50.91156815    20190514    245400    1200    3
267.4921235    -2.593315974    20190514    263400    1200    3
157.2229616    59.20710494    20190515    195500    1200    3
167.056672    24.55847756    20190515    213500    1200    3
200.787661    1.609301597    20190515    231500    1200    3
231.7408792    20.06821547    20190515    245500    1200    3
251.8999383    -0.6948571922    20190515    263500    1200    3
143.7941724    37.53915837    20190516    195600    1200    3
191.4738868    54.03444993    20190516    213600    1200    3
200.326312    45.94413253    20190516    231600    1200    3
238.7053044    44.1391937    20190516    245600    1200    3
271.0836283    47.85538106    20190516    263600    1200    3
149.9163494    3.820690929    20190517    195700    1200    3
184.6090857    -9.800720918    20190517    213700    1200    3
213.4142179    53.43303927    20190517    231700    1200    3
238.8821654    58.43313693    20190517    245700    1200    3
271.3478488    57.69210879    20190517    263700    1200    3
148.6709684    11.02123735    20190518    195800    1200    3
194.7936374    48.19505394    20190518    213800    1200    3
196.9633437    36.99305439    20190518    231800    1200    3
228.7536452    4.895041317    20190518    245800    1200    3
269.0753721    3.523001462    20190518    263800    1200    3
158.3447095    46.33781591    20190519    195900    1200    3
197.6187694    13.52563061    20190519    213900    1200    3
222.2906438    48.18874694    20190519    231900    1200    3
248.5032468    38.78575275    20190519    245900    1200    3
251.5148052    57.74350995    20190519    263900    1200    3
155.9640572    53.44421937    20190520    200000    1200    3
191.8431341    -6.170547199    20190520    214000    1200    3
221.2747678    36.90484081    20190520    232000    1200    3
222.981255    43.24524616    20190520    250000    1200    3
247.1294085    30.92821156    20190520    264000    1200    3
148.7484151    46.20181991    20190521    200100    1200    3
185.5977602    10.0931482    20190521    214100    1200    3
212.0798853    38.76575159    20190521    232100    1200    3
231.4072521    25.34499271    20190521    250100    1200    3
257.8985541    1.433645183    20190521    264100    1200    3
161.1282987    37.17387628    20190522    200200    1200    3
190.2683663    47.69927041    20190522    214200    1200    3
226.510758    -3.34298304    20190522    232200    1200    3
243.7930558    8.201172948    20190522    250200    1200    3
269.147408    -6.104424833    20190522    264200    1200    3
164.0587775    28.10009397    20190523    200300    1200    3
199.0401338    12.97992422    20190523    214300    1200    3
205.2626293    -9.745618146    20190523    232300    1200    3
244.6438714    59.80695889    20190523    250300    1200    3
266.441031    34.48632318    20190523    264300    1200    3
155.9114432    9.994761938    20190524    200400    1200    3
185.4446363    18.97590136    20190524    214400    1200    3
208.5957542    34.9840547    20190524    232400    1200    3
250.1225378    28.62506073    20190524    250400    1200    3
254.515629    14.35923278    20190524    264400    1200    3
155.5672832    37.75960835    20190525    200500    1200    3
179.479199    42.81345572    20190525    214500    1200    3
231.6834543    -6.441450573    20190525    232500    1200    3
228.6049614    39.96730992    20190525    250500    1200    3
256.7137808    44.42907472    20190525    264500    1200    3
172.8437742    28.01720702    20190526    200600    1200    3
184.8236937    50.0707891    20190526    214600    1200    3
227.0001891    41.93071876    20190526    232600    1200    3
240.5790312    20.39856982    20190526    250600    1200    3
258.4751533    29.07076494    20190526    264600    1200    3
184.2497695    -6.704944227    20190527    200700    1200    3
205.0469229    -6.510466724    20190527    214700    1200    3
214.7597467    8.567912704    20190527    232700    1200    3
244.4877712    5.346932408    20190527    250700    1200    3
263.7911691    17.12441515    20190527    264700    1200    3
170.8248245    15.0949523    20190528    200800    1200    3
189.7175222    27.54956589    20190528    214800    1200    3
213.3437187    30.41263184    20190528    232800    1200    3
236.3494297    -2.500227833    20190528    250800    1200    3
281.2690839    36.62143718    20190528    264800    1200    3
160.4095225    22.94089088    20190529    200900    1200    3
202.6411175    29.1187985    20190529    214900    1200    3
207.7144356    25.62003354    20190529    232900    1200    3
258.987627    6.141907265    20190529    250900    1200    3
281.8229427    8.180513478    20190529    264900    1200    3
163.4511155    40.38964165    20190530    201000    1200    3
203.3229217    5.810385202    20190530    215000    1200    3
216.1214712    42.64759519    20190530    233000    1200    3
254.9537621    -3.04114407    20190530    251000    1200    3
266.0184598    37.73986481    20190530    265000    1200    3
163.9616119    38.6895293    20190531    201100    1200    3
211.2366156    43.7684041    20190531    215100    1200    3
233.4563263    -3.3760235    20190531    233100    1200    3
260.4828948    59.7248124    20190531    251100    1200    3
270.4778153    -9.498908983    20190531    265100    1200    3
184.0299654    2.769322402    20190601    201200    1200    3
198.6809946    36.80032459    20190601    215200    1200    3
233.3136898    33.93287878    20190601    233200    1200    3
244.4098272    49.98585345    20190601    251200    1200    3
275.1666091    25.20809082    20190601    265200    1200    3
162.3147026    14.17107882    20190602    201300    1200    3
207.0710049    24.17275396    20190602    215300    1200    3
237.9085852    48.5036642    20190602    233300    1200    3
259.0003168    10.09840469    20190602    251300    1200    3
266.8974189    55.18363304    20190602    265300    1200    3
191.2624445    13.63252304    20190603    201400    1200    3
204.3938791    35.02245078    20190603    215400    1200    3
234.3732304    20.81185379    20190603    233400    1200    3
245.0425304    30.08684057    20190603    251400    1200    3
292.6171339    36.88322589    20190603    265400    1200    3
189.9508277    10.88213722    20190604    201500    1200    3
190.4765862    34.82845989    20190604    215500    1200    3
239.9617156    3.853566935    20190604    233500    1200    3
250.8804246    -3.846859447    20190604    251500    1200    3
264.9307765    -9.834764784    20190604    265500    1200    3
179.0538497    2.060724025    20190605    201600    1200    3
209.1532899    -7.416296049    20190605    215600    1200    3
239.9662328    -1.460095294    20190605    233600    1200    3
261.1204345    31.51584172    20190605    251600    1200    3
269.573839    8.042491839    20190605    265600    1200    3
192.7413866    8.985768926    20190606    201700    1200    3
196.0235477    35.91869336    20190606    215700    1200    3
238.0204047    7.414765533    20190606    233700    1200    3
264.5201557    55.92739358    20190606    251700    1200    3
293.5211746    12.37445305    20190606    265700    1200    3
170.8508435    1.568417328    20190607    201800    1200    3
209.1993742    10.01572378    20190607    215800    1200    3
220.4443145    13.5162654    20190607    233800    1200    3
258.3619062    52.08038096    20190607    251800    1200    3
284.2961888    11.34564326    20190607    265800    1200    3
170.7495646    52.84951178    20190608    201900    1200    3
197.9647049    9.916911398    20190608    215900    1200    3
232.6676549    53.74344018    20190608    233900    1200    3
246.8246609    8.123916452    20190608    251900    1200    3
274.8964975    9.337053407    20190608    265900    1200    3
182.5622981    22.58059791    20190609    202000    1200    3
208.1532601    31.91566981    20190609    220000    1200    3
248.2619697    29.94504194    20190609    234000    1200    3
262.0724864    20.74654431    20190609    252000    1200    3
272.1820185    39.03352667    20190609    270000    1200    3
194.3856944    34.47147002    20190610    202100    1200    3
226.5121197    51.83822929    20190610    220100    1200    3
235.2518379    27.35815835    20190610    234100    1200    3
256.4314447    4.25228845    20190610    252100    1200    3
297.4827276    58.68130002    20190610    270100    1200    3
181.8464283    30.71265899    20190611    202200    1200    3
201.733456    -3.034493375    20190611    220200    1200    3
248.047577    46.39855019    20190611    234200    1200    3
253.3318279    27.87221364    20190611    252200    1200    3
297.5225961    46.44547697    20190611    270200    1200    3
188.8674806    13.93327495    20190612    202300    1200    3
222.7160376    32.86038913    20190612    220300    1200    3
252.4227602    10.74476016    20190612    234300    1200    3
258.0507098    53.92208929    20190612    252300    1200    3
286.1292322    49.21263555    20190612    270300    1200    3
193.7895286    41.45128601    20190613    202400    1200    3
220.8337988    21.4150414    20190613    220400    1200    3
233.734392    30.81171938    20190613    234400    1200    3
275.4039231    53.24005111    20190613    252400    1200    3
278.4913006    23.70222743    20190613    270400    1200    3
203.3829154    -8.858973065    20190614    202500    1200    3
210.1502593    14.35148454    20190614    220500    1200    3
244.2817125    -9.518015807    20190614    234500    1200    3
278.980838    57.66065389    20190614    252500    1200    3
280.5580968    37.85943095    20190614    270500    1200    3
192.1702497    -2.65757023    20190615    202600    1200    3
225.0824729    14.97209473    20190615    220600    1200    3
234.3064257    45.07468853    20190615    234600    1200    3
268.6298592    38.55855265    20190615    252600    1200    3
298.5984989    23.71095257    20190615    270600    1200    3
209.1267946    9.716827376    20190616    202700    1200    3
217.7081047    21.30186349    20190616    220700    1200    3
240.4952333    8.211714762    20190616    234700    1200    3
277.4042838    32.04995286    20190616    252700    1200    3
305.0390536    21.29480284    20190616    270700    1200    3
185.5418623    6.313594442    20190617    202800    1200    3
213.9911824    18.12297992    20190617    220800    1200    3
240.9307861    56.15603571    20190617    234800    1200    3
273.2376442    38.20985719    20190617    252800    1200    3
297.0562717    37.67234625    20190617    270800    1200    3
205.4754006    28.07331908    20190618    202900    1200    3
216.228329    53.64275449    20190618    220900    1200    3
239.5935696    55.34454501    20190618    234900    1200    3
263.5948579    -2.564247789    20190618    252900    1200    3
302.8469551    47.92938958    20190618    270900    1200    3
199.9328531    -6.781710958    20190619    203000    1200    3
229.8195611    41.09167549    20190619    221000    1200    3
237.9986166    8.370692136    20190619    235000    1200    3
282.7633707    14.38978333    20190619    253000    1200    3
292.0215593    20.49243238    20190619    271000    1200    3
191.2934731    -0.4644499708    20190620    203100    1200    3
220.447982    53.50752707    20190620    221100    1200    3
258.1690098    3.073213719    20190620    235100    1200    3
262.5302027    32.79771087    20190620    253100    1200    3
307.3481222    -5.12298869    20190620    271100    1200    3
213.1530962    53.82811847    20190621    203200    1200    3
232.0271539    5.874268728    20190621    221200    1200    3
240.8499498    -3.771187075    20190621    235200    1200    3
288.3239245    7.984725582    20190621    253200    1200    3
287.5562655    48.76478294    20190621    271200    1200    3
193.5170795    55.56642068    20190622    203300    1200    3
223.5066578    14.384539    20190622    221300    1200    3
264.1909197    44.04499536    20190622    235300    1200    3
287.309734    43.24703527    20190622    253300    1200    3
312.5483244    21.69974979    20190622    271300    1200    3
203.8732283    10.24998856    20190623    203200    1200    3
220.7599476    18.63282805    20190623    221200    1200    3
261.7329857    -5.552444665    20190623    235200    1200    3
265.4398327    53.1965775    20190623    253200    1200    3
308.5453671    11.31133297    20190623    271200    1200    3
210.7954019    -8.250531014    20190624    203100    1200    3
223.5709834    19.48851287    20190624    221100    1200    3
238.4040294    59.90934786    20190624    235100    1200    3
268.4551694    12.74996576    20190624    253100    1200    3
295.9903324    31.15761788    20190624    271100    1200    3
196.5427531    -2.528193217    20190625    203000    1200    3
238.5262009    39.80276273    20190625    221000    1200    3
264.2785021    41.52690606    20190625    235000    1200    3
265.8727064    36.70755238    20190625    253000    1200    3
299.3659878    21.27336549    20190625    271000    1200    3
212.9589205    16.41432158    20190626    202900    1200    3
215.732746    18.64156    20190626    220900    1200    3
246.6077155    44.88355001    20190626    234900    1200    3
289.0668352    45.14908844    20190626    252900    1200    3
314.9745237    -1.681580216    20190626    270900    1200    3
197.2562648    -3.326463948    20190627    202800    1200    3
218.4576946    6.785329723    20190627    220800    1200    3
242.9518113    56.5419726    20190627    234800    1200    3
287.1306111    48.19650793    20190627    252800    1200    3
297.6248557    59.46403045    20190627    270800    1200    3
197.9521426    16.38589642    20190628    202700    1200    3
230.4550248    17.01567584    20190628    220700    1200    3
263.0610032    42.02690179    20190628    234700    1200    3
271.5643289    -7.485174519    20190628    252700    1200    3
318.7090628    48.76291316    20190628    270700    1200    3
215.0398724    5.553918498    20190629    202600    1200    3
222.4900428    3.243704131    20190629    220600    1200    3
257.8562182    7.177529923    20190629    234600    1200    3
279.0269708    19.18534589    20190629    252600    1200    3
319.0242224    36.09232446    20190629    270600    1200    3
200.052171    34.05281897    20190630    202500    1200    3
240.9135406    17.80985403    20190630    220500    1200    3
255.8844887    34.51017966    20190630    234500    1200    3
293.7313229    -4.94099517    20190630    252500    1200    3
314.6439235    31.93437116    20190630    270500    1200    3
211.0877841    -0.04636666574    20190701    202400    1200    3
236.0848964    3.983004855    20190701    220400    1200    3
262.0723693    58.07439895    20190701    234400    1200    3
277.6547064    20.19429211    20190701    252400    1200    3
296.5922465    56.79675023    20190701    270400    1200    3
194.2721976    51.67951477    20190702    202300    1200    3
242.2269611    49.33922198    20190702    220300    1200    3
256.2233653    14.96903544    20190702    234300    1200    3
294.3375497    25.13878472    20190702    252300    1200    3
313.9118753    -8.989989292    20190702    270300    1200    3
203.8272738    35.16770713    20190703    202200    1200    3
221.6536707    -9.177993058    20190703    220200    1200    3
248.1295327    -2.698403238    20190703    234200    1200    3
298.1930261    40.23732182    20190703    252200    1200    3
309.7238027    -6.010565691    20190703    270200    1200    3
207.1450053    17.63478198    20190704    202100    1200    3
248.2704343    45.69132948    20190704    220100    1200    3
259.343565    50.19938418    20190704    234100    1200    3
289.4622854    -1.230627008    20190704    252100    1200    3
305.1651714    57.08567963    20190704    270100    1200    3
199.018619    52.8677352    20190705    202000    1200    3
237.3302663    -6.392610704    20190705    220000    1200    3
267.7897671    -4.949230923    20190705    234000    1200    3
272.268608    -3.434238112    20190705    252000    1200    3
314.5536059    13.99848381    20190705    270000    1200    3
210.4316647    -4.367160196    20190706    201900    1200    3
244.0573019    37.52391276    20190706    215900    1200    3
258.1775539    18.30638758    20190706    233900    1200    3
275.3217375    10.71741284    20190706    251900    1200    3
325.8664472    46.00313855    20190706    265900    1200    3
210.2986372    42.39203945    20190707    201800    1200    3
230.1333141    17.78019455    20190707    215800    1200    3
271.9859857    57.78826482    20190707    233800    1200    3
283.3289695    35.34787375    20190707    251800    1200    3
318.3881457    29.32102289    20190707    265800    1200    3
214.3027426    49.05167194    20190708    201700    1200    3
253.5324318    35.78965469    20190708    215700    1200    3
277.7720134    47.33802048    20190708    233700    1200    3
277.4531326    12.37003254    20190708    251700    1200    3
318.8009212    3.547367021    20190708    265700    1200    3
202.8275342    44.34683418    20190709    201600    1200    3
247.3390319    33.13456953    20190709    215600    1200    3
251.4919675    25.05135524    20190709    233600    1200    3
302.1392273    9.009118744    20190709    251600    1200    3
314.1908052    -1.00263442    20190709    265600    1200    3
213.9633968    3.266804189    20190710    201500    1200    3
239.9998759    11.05106619    20190710    215500    1200    3
272.8849414    19.35787725    20190710    233500    1200    3
280.7147579    42.45454963    20190710    251500    1200    3
325.0938523    23.30582135    20190710    265500    1200    3
207.1308387    48.69477121    20190711    201400    1200    3
242.9703837    52.75331309    20190711    215400    1200    3
257.8976484    47.2489566    20190711    233400    1200    3
303.5571529    3.108861672    20190711    251400    1200    3
328.3192336    27.5361674    20190711    265400    1200    3
208.6335173    -9.778768643    20190712    201300    1200    3
251.4358528    28.16638924    20190712    215300    1200    3
264.4275023    11.61012992    20190712    233300    1200    3
300.8516818    32.54342596    20190712    251300    1200    3
308.0424715    40.70571399    20190712    265300    1200    3
209.0239563    56.72804799    20190713    201200    1200    3
237.6014519    27.85478344    20190713    215200    1200    3
258.5351777    25.57214356    20190713    233200    1200    3
285.9514732    12.15421569    20190713    251200    1200    3
307.8455584    11.41463688    20190713    265200    1200    3
218.1841166    7.011436845    20190714    201100    1200    3
253.3263511    47.33331712    20190714    215100    1200    3
269.3667135    48.57539945    20190714    233100    1200    3
284.0069186    1.563576609    20190714    251100    1200    3
311.1485092    28.72657904    20190714    265100    1200    3
232.1979328    -2.981872367    20190715    201000    1200    3
253.2270035    2.639071423    20190715    215000    1200    3
260.5380596    20.26039056    20190715    233000    1200    3
280.8064795    9.41737668    20190715    251000    1200    3
327.4424921    39.60379499    20190715    265000    1200    3
231.7656577    25.05817045    20190716    200900    1200    3
242.2895265    22.60309267    20190716    214900    1200    3
264.8900288    12.70292526    20190716    232900    1200    3
298.1677981    56.8743565    20190716    250900    1200    3
307.811062    35.46824778    20190716    264900    1200    3
219.5525563    28.95908516    20190717    200800    1200    3
257.4187584    -5.091552749    20190717    214800    1200    3
268.7991965    32.74649682    20190717    232800    1200    3
295.7339576    11.86515816    20190717    250800    1200    3
313.5582244    7.964093024    20190717    264800    1200    3
212.6382431    50.6356793    20190718    200700    1200    3
247.011318    43.98230401    20190718    214700    1200    3
284.4774061    5.02516011    20190718    232700    1200    3
308.9667189    -6.21085178    20190718    250700    1200    3
321.0700223    48.31174401    20190718    264700    1200    3
209.6812066    27.99924187    20190719    200600    1200    3
233.9952955    12.9106899    20190719    214600    1200    3
274.4162116    -9.944437892    20190719    232600    1200    3
299.5604801    29.81486719    20190719    250600    1200    3
322.8202351    45.30821644    20190719    264600    1200    3
233.6342123    52.57083521    20190720    200500    1200    3
260.0216757    37.50507958    20190720    214500    1200    3
276.939443    8.564692319    20190720    232500    1200    3
293.0631386    31.4058372    20190720    250500    1200    3
334.1120895    42.55406387    20190720    264500    1200    3
224.6096631    -4.740094433    20190721    200400    1200    3
240.2297417    16.81424635    20190721    214400    1200    3
276.6335518    6.877456453    20190721    232400    1200    3
291.9762515    21.1458807    20190721    250400    1200    3
322.1207022    56.4208385    20190721    264400    1200    3
230.232341    7.135326695    20190722    200300    1200    3
235.0251565    -9.564446686    20190722    214300    1200    3
288.5857207    7.36466282    20190722    232300    1200    3
295.9496916    44.55718281    20190722    250300    1200    3
337.6005501    15.36950652    20190722    264300    1200    3
217.9895929    41.72494595    20190723    200200    1200    3
250.3298037    10.71336221    20190723    214200    1200    3
280.1538453    55.9033564    20190723    232200    1200    3
302.3982364    20.80580274    20190723    250200    1200    3
318.7210731    19.51466    20190723    264200    1200    3
217.031616    58.92276468    20190724    200100    1200    3
250.941057    42.75084918    20190724    214100    1200    3
282.6005061    15.82747019    20190724    232100    1200    3
296.0824073    13.16511986    20190724    250100    1200    3
332.6899016    -8.860331596    20190724    264100    1200    3
216.1384146    36.52785781    20190725    200000    1200    3
244.3669913    4.790371864    20190725    214000    1200    3
269.1007763    31.68768692    20190725    232000    1200    3
298.9069822    -7.224842858    20190725    250000    1200    3
329.1646693    35.0181909    20190725    264000    1200    3
219.2593601    13.01694336    20190726    195900    1200    3
237.3348235    21.39153987    20190726    213900    1200    3
281.0310173    28.61120156    20190726    231900    1200    3
312.91354    34.21530893    20190726    245900    1200    3
331.1867296    -5.252291673    20190726    263900    1200    3
234.1819414    18.44216711    20190727    195800    1200    3
246.2242562    0.815521229    20190727    213800    1200    3
265.8371133    43.2667175    20190727    231800    1200    3
309.5136834    17.36682369    20190727    245800    1200    3
325.8472244    54.27566135    20190727    263800    1200    3
215.3828891    55.43430025    20190728    195700    1200    3
264.876781    11.95999678    20190728    213700    1200    3
267.260163    6.994530129    20190728    231700    1200    3
304.4539619    38.27046118    20190728    245700    1200    3
335.7612804    5.686926954    20190728    263700    1200    3
215.7985857    9.702531137    20190729    195600    1200    3
250.9426659    -1.935061567    20190729    213600    1200    3
277.6858589    42.58641098    20190729    231600    1200    3
294.1942362    58.88024996    20190729    245600    1200    3
333.2907897    59.79838481    20190729    263600    1200    3
224.2684318    59.18936985    20190730    195500    1200    3
263.0908254    56.86593022    20190730    213500    1200    3
274.9247303    29.75841258    20190730    231500    1200    3
291.0291747    45.73249616    20190730    245500    1200    3
340.2351955    -7.753592915    20190730    263500    1200    3
235.609776    50.8249308    20190731    195400    1200    3
266.0797431    18.60088657    20190731    213400    1200    3
269.1188051    23.1656563    20190731    231400    1200    3
301.817193    39.49863364    20190731    245400    1200    3
329.6141224    24.23088124    20190731    263400    1200    3
241.0115049    42.77999221    20190801    195300    1200    3
260.122736    14.3142064    20190801    213300    1200    3
275.827105    39.73308076    20190801    231300    1200    3
291.2841403    6.491321063    20190801    245300    1200    3
316.4117432    17.27181278    20190801    263300    1200    3
246.5067642    43.65327023    20190802    195200    1200    3
249.8804933    34.59630865    20190802    213200    1200    3
271.0260085    4.001393664    20190802    231200    1200    3
309.4651887    44.25826846    20190802    245200    1200    3
319.8664178    -3.879062825    20190802    263200    1200    3
231.9708218    4.533334589    20190803    195100    1200    3
263.3600156    16.40543167    20190803    213100    1200    3
