RA              DEC            OBS_DATE    OBS_TIME    EXPOSURE    EXPOSURE_TIMES    PLATECLASS
260.6906932    -4.04772859    20180923    190000    1200    3     FDP
296.8116978    17.86058717    20180923    204000    1200    3     FDP
334.8525364    46.66966574    20180923    222000    1200    3     FDP
349.5899618    57.66279543    20180923    240000    1200    3     FDP
3.820784476    57.30731767    20180923    254000    1200    3     FDP
43.69353596    19.02512052    20180923    272000    1200    3     FDP
262.2172262    28.09909612    20180924    185900    1200    8     TDP
315.001602    49.14492071    20180924    223303    1200    3     FDP
342.9329558    44.62567334    20180924    241303    1200    7     TDP
54.01499727    11.98920095    20180924    273303    1200    3     FDP
258.7532127    1.474568501    20180925    185800    1200    3     FDP
288.4778884    2.216670948    20180925    203800    1200    7     TDP
337.3134041    37.18788795    20180925    235800    1200    8     TDP
51.73584107    1.577905932    20180925    273436    1200    3     FDP
264.8504313    37.08568258    20180926    185700    1200    3     FDP
290.314435    31.51318113    20180926    203700    1200    3     FDP
311.7381837    -3.284883988    20180926    221700    1200    3     FDP
343.2263361    56.4203734    20180926    235700    1200    7     TDP
38.31536007    22.58479227    20180926    271253    1200    3     FDP
277.873903    32.3198589    20180927    185600    1200    3     FDP
307.6808402    2.155654699    20180927    203600    1200    3     FDP
323.9098702    42.7167136    20180927    221600    1200    3     FDP
0.3092631794    0.3287889926    20180927    235600    1200    3     FDP
5.584126134    45.6066799    20180927    253600    1200    7     TDP
273.7918421    10.69155604    20180928    185500    1200    3     FDP
312.6003259    11.70113616    20180928    203500    1200    3     FDP
310.3529189    21.39945236    20180928    221500    1200    3     FDP
335.1985439    46.13433624    20180928    235500    1200    3     FDP
6.688619428    6.786241393    20180928    253500    1200    7     TDP
268.9291421    26.49848696    20180929    185400    1200    3     FDP
313.0085025    58.45008848    20180929    203400    1200    3     FDP
311.2253622    -6.537225787    20180929    221400    1200    3     FDP
341.1747612    46.81399473    20180929    235400    1200    3     FDP
22.03668944    18.44586478    20180929    253400    1200    3     FDP
36.85864033    54.11917419    20180929    271400    1200    5     TDP
268.6350759    53.25499763    20180930    185300    1200    7     TDP
324.0698931    12.97272837    20180930    221300    1200    3     FDP
353.4498085    2.828784367    20180930    235300    1200    3     FDP
10.17349467    3.755265509    20180930    253300    1200    7     TDP
267.9380866    46.12834128    20181001    185200    1200    7     TDP
331.8295084    7.900977813    20181001    221200    1200    3     FDP
338.7434581    49.31456808    20181001    235200    1200    8     TDP
43.80506158    -9.429736063    20181001    273700    1200    3     FDP
275.441754    -0.5040088574    20181002    185100    1200    3     FDP
292.0678528    38.88723935    20181002    203100    1200    3     FDP
322.3347726    17.60749362    20181002    221100    1200    7     TDP
0.8718000231    23.11837013    20181002    252803    1200    3     FDP
45.49089114    58.04760912    20181002    270803    1200    3     FDP
289.4490652    55.81403494    20181003    185000    1200    3     FDP
307.5952678    13.20720633    20181003    203000    1200    3     FDP
330.882488    21.48491869    20181003    221000    1200    3     FDP
347.4738813    42.11538235    20181003    235000    1200    7     TDP
55.33688079    -8.726144871    20181003    270926    1200    3     FDP
283.3391916    16.46311247    20181004    184900    1200    3     FDP
309.880227    44.89317323    20181004    202900    1200    3     FDP
316.6244086    12.50600718    20181004    220900    1200    8     TDP
26.66196757    4.834612097    20181004    255400    1200    3     FDP
38.31981363    42.69711631    20181004    273400    1200    3     FDP
272.9356653    16.63184539    20181005    184800    1200    3     FDP
312.2836277    35.13593095    20181005    202800    1200    3     FDP
332.8208031    26.70666593    20181005    220800    1200    3     FDP
359.210632    34.76972407    20181005    234800    1200    3     FDP
7.742777588    17.95842239    20181005    252800    1200    8     TDP
283.2646868    50.47306256    20181006    184700    1200    3     FDP
318.5284946    33.82241333    20181006    202700    1200    3     FDP
333.1638313    33.08244667    20181006    220700    1200    3     FDP
352.5084899    1.115585607    20181006    234700    1200    7     TDP
36.32659982    -3.225323442    20181006    265505    1200    3     FDP
52.60037903    26.0051486    20181006    283505    1200    2     TDP
294.0276372    -7.932694196    20181007    184600    1200    3     FDP
302.438827    -9.858868483    20181007    202600    1200    3     FDP
337.3061585    4.067926797    20181007    220600    1200    3     FDP
343.7800492    33.7651822    20181007    234600    1200    3     FDP
10.46174757    36.23086871    20181007    252600    1200    3     FDP
44.67387947    2.58707941    20181007    270600    1200    3     FDP
56.13470605    20.19075152    20181007    284600    1200    1     FDP
285.5371925    -4.256836115    20181008    184500    1200    3     FDP
310.5279934    49.78556658    20181008    202500    1200    3     FDP
317.8881296    -5.005431122    20181008    220500    1200    8     TDP
39.804094    56.20168512    20181008    255000    1200    3     FDP
59.41284422    -2.009974072    20181008    273000    1200    3     FDP
288.6411014    24.87634264    20181009    184400    1200    3     FDP
315.8862556    53.5162897    20181009    202400    1200    3     FDP
331.1512681    50.68785333    20181009    220400    1200    3     FDP
342.1952965    43.99597129    20181009    234400    1200    3     FDP
9.298655462    52.86495911    20181009    252400    1200    3     FDP
61.35465038    1.59747324    20181009    270400    1200    3     FDP
81.68036698    54.76132057    20181009    284400    1200    1     FDP
274.1326036    2.872546557    20181010    184300    1200    3     FDP
294.1063817    17.25512132    20181010    202300    1200    3     FDP
337.5918076    50.23378901    20181010    220300    1200    3     FDP
352.417186    -9.258180343    20181010    234300    1200    7     TDP
61.02218755    55.8572755    20181010    270300    1200    3     FDP
68.70051242    -2.393951286    20181010    284300    1200    1     FDP
280.0033815    0.4160636641    20181011    184200    1200    3     FDP
322.459009    0.9507382448    20181011    202200    1200    3     FDP
323.7451551    47.82288905    20181011    220200    1200    3     FDP
353.5298771    23.0482353    20181011    234200    1200    3     FDP
19.99960852    36.56763569    20181011    252200    1200    3     FDP
61.43315046    43.38475405    20181011    270200    1200    3     FDP
64.01337117    26.16035883    20181011    284200    1200    1     FDP
295.9273694    13.06797948    20181012    184100    1200    3     FDP
318.030029    4.109306414    20181012    202100    1200    3     FDP
347.3375194    47.65059137    20181012    220100    1200    3     FDP
6.942165774    -0.3358066133    20181012    234100    1200    3     FDP
10.60894321    5.387739846    20181012    252100    1200    8     TDP
297.2793904    52.21854957    20181013    184000    1200    3     FDP
311.7355872    55.04677567    20181013    202000    1200    3     FDP
346.4214408    0.2501100781    20181013    220000    1200    3     FDP
348.4515189    16.87389805    20181013    234000    1200    8     TDP
54.99469155    48.15616989    20181013    272451    1200    3     FDP
297.1604566    54.64741683    20181014    183900    1200    3     FDP
307.7708114    32.56620763    20181014    201900    1200    3     FDP
334.7912566    39.89762637    20181014    215900    1200    3     FDP
352.2721332    11.22691889    20181014    233900    1200    8     TDP
51.70722652    9.540534689    20181014    271130    1200    3     FDP
64.31251513    40.95834467    20181014    285130    1200    1     FDP
276.031667    4.369761817    20181015    183800    1200    3     FDP
310.6907188    18.37128978    20181015    201800    1200    3     FDP
337.1535325    34.623781    20181015    215800    1200    3     FDP
5.790289635    -3.614853376    20181015    233800    1200    3     FDP
20.39364253    -4.304420212    20181015    251800    1200    7     TDP
74.05368009    27.48344691    20181015    283800    1200    1     FDP
290.756319    10.55247564    20181016    183700    1200    3     FDP
311.6965821    26.93394497    20181016    201700    1200    3     FDP
350.762371    54.39831075    20181016    215700    1200    3     FDP
355.150701    48.22175324    20181016    233700    1200    7     TDP
59.84232137    36.05029939    20181016    265700    1200    3     FDP
75.05645918    58.56984975    20181016    283700    1200    1     FDP
273.473341    51.40891541    20181017    183600    1200    8     TDP
337.0475534    29.07976427    20181017    222100    1200    7     TDP
23.3645002    35.98078281    20181017    254100    1200    8     TDP
284.7143879    26.30303233    20181018    183500    1200    3     FDP
320.7570755    33.08355906    20181018    201500    1200    3     FDP
352.4612732    25.83631958    20181018    215500    1200    3     FDP
349.1830231    57.44323406    20181018    233500    1200    3     FDP
27.74200893    43.87486571    20181018    251500    1200    3     FDP
57.37230364    8.485509963    20181018    265500    1200    3     FDP
82.56403968    55.68664393    20181018    283500    1200    1     FDP
302.5375182    17.15352162    20181019    183400    1200    3     FDP
307.3329241    53.96458541    20181019    201400    1200    3     FDP
344.7837384    -7.260685366    20181019    215400    1200    3     FDP
15.07323772    57.38338631    20181019    233400    1200    3     FDP
15.78927692    49.32952125    20181019    251400    1200    3     FDP
55.51012424    -2.693090408    20181019    265400    1200    3     FDP
78.5585986    49.56876233    20181019    283400    1200    2     TDP
284.1855285    45.21661151    20181020    183300    1200    3     FDP
328.8877647    16.4081314    20181020    201300    1200    3     FDP
331.6516341    41.43146876    20181020    215300    1200    8     TDP
28.34095813    55.695522    20181020    252535    1200    3     FDP
64.48250805    6.982763261    20181020    270535    1200    3     FDP
93.89500145    26.16237175    20181020    284535    1200    1     FDP
276.259948    6.941550434    20181021    183200    1200    3     FDP
318.1881322    57.25633304    20181021    201200    1200    3     FDP
351.4401695    9.576648907    20181021    215200    1200    3     FDP
352.3066657    43.78988535    20181021    233200    1200    3     FDP
24.33190685    5.162750843    20181021    251200    1200    3     FDP
53.25907866    21.71262259    20181021    265200    1200    6     TDP
280.9662584    7.619703773    20181022    183100    1200    3     FDP
312.5853949    -9.12731296    20181022    201100    1200    3     FDP
342.3965648    -2.375755077    20181022    215100    1200    3     FDP
1.744563765    36.9089228    20181022    233100    1200    3     FDP
24.47536171    33.82856868    20181022    251100    1200    3     FDP
57.41607411    51.12512719    20181022    265100    1200    3     FDP
84.76532536    56.59081627    20181022    283100    1200    2     FDP
278.7946903    51.77279823    20181023    183000    1200    3     FDP
316.5036403    2.733391107    20181023    201000    1200    6     TDP
354.0106951    42.59981405    20181023    230500    1200    3     FDP
13.86432331    42.77230371    20181023    244500    1200    3     FDP
50.2927766    15.24926954    20181023    262500    1200    6     TDP
284.8753466    25.19660969    20181024    182900    1200    3     FDP
313.2051693    19.72191377    20181024    200900    1200    7     TDP
5.283802    2.210496133    20181024    232706    1200    7     TDP
48.16244593    2.009642805    20181024    263459    1200    7     TDP
297.2656758    47.40757108    20181025    182800    1200    3     FDP
308.524519    47.50430414    20181025    200800    1200    3     FDP
330.7898347    -4.031848256    20181025    214800    1200    8     TDP
38.02319258    48.82983657    20181025    253300    1200    3     FDP
53.91545094    38.69361138    20181025    271300    1200    3     FDP
88.92581456    7.277884168    20181025    285300    1200    1     TDP
287.6555647    3.102709625    20181026    182700    1200    3     FDP
314.5546325    36.34135482    20181026    200700    1200    3     FDP
332.8010868    14.64795182    20181026    214700    1200    8     TDP
27.78594554    53.35126336    20181026    253200    1200    3     FDP
71.83451631    -9.321531083    20181026    271200    1200    3     FDP
89.74060064    33.96231152    20181026    285200    1200    1     FDP
282.1844677    26.71761223    20181027    182600    1200    3     FDP
314.3612744    11.72053194    20181027    200600    1200    3     FDP
330.345963    42.02281992    20181027    214600    1200    3     FDP
21.42451166    2.694801116    20181027    232600    1200    3     FDP
49.47665467    17.53979113    20181027    250600    1200    3     FDP
56.39321773    -9.529162099    20181027    264600    1200    3     FDP
72.84222203    35.59718383    20181027    282600    1200    2     TDP
303.497961    13.05061238    20181028    182500    1200    3     FDP
330.5703596    34.04897935    20181028    200500    1200    3     FDP
339.2012938    20.24792441    20181028    214500    1200    7     TDP
33.93674978    -5.698815892    20181028    250500    1200    3     FDP
54.74723704    19.1379398    20181028    264500    1200    7     TDP
283.495787    26.452397    20181029    182400    1200    3     FDP
309.8080783    22.85295275    20181029    200400    1200    3     FDP
359.3871703    50.54077329    20181029    214400    1200    3     FDP
17.20408402    -4.124195435    20181029    232400    1200    3     FDP
37.73938711    40.03850239    20181029    250400    1200    3     FDP
70.36053201    26.82635151    20181029    264400    1200    3     FDP
75.02728914    -9.459647442    20181029    282400    1200    3     TDP
293.7428095    54.44524364    20181030    182300    1200    3     FDP
333.5563492    26.96556474    20181030    200300    1200    3     FDP
340.1942285    57.59324123    20181030    214300    1200    3     FDP
3.744307924    31.90073209    20181030    232300    1200    3     FDP
51.01535313    22.40135488    20181030    250300    1200    3     FDP
50.04381745    1.925871946    20181030    264300    1200    7     TDP
306.9214459    31.37023285    20181031    182200    1200    3     FDP
322.6761526    40.76518181    20181031    200200    1200    3     FDP
357.7835035    28.59666158    20181031    214200    1200    3     FDP
24.31139687    43.40043316    20181031    232200    1200    3     FDP
26.40934075    3.560588424    20181031    250200    1200    3     FDP
59.18867484    24.22729589    20181031    264200    1200    7     TDP
298.9537965    47.39632002    20181101    182100    1200    3     FDP
321.7032628    41.87612002    20181101    200100    1200    3     FDP
345.6995912    35.92296707    20181101    214100    1200    3     FDP
359.6710922    23.42741511    20181101    232100    1200    3     FDP
35.57081671    -6.980450244    20181101    250100    1200    7     TDP
85.20493804    -9.643267899    20181101    281307    1200    3     FDP
293.4366671    59.92987234    20181102    182000    1200    7     TDP
351.3813573    6.464228682    20181102    214000    1200    3     FDP
2.402223479    28.34832019    20181102    232000    1200    3     FDP
49.03870718    -2.400728179    20181102    250000    1200    3     FDP
54.75503252    52.05354039    20181102    264000    1200    3     FDP
